eventID,verbatimIdentification,scientificName,scientificNameID,scientificNameAuthorship,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,identificationRemarks,previousIdentifications,specificEpithet,occurrenceID,occurrenceStatus,basisOfRecord
IYS2019-Kaganovsky-22-Bongo-1,Triconia conifera,"Triconia conifera (Giesbrecht, 1891)",urn:lsid:marinespecies.org:taxname:128957,"Giesbrecht, 1891",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,,,conifera,IYS2019-Kaganovsky-22-Bongo-1-83,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Aglantha digitale,"Aglantha digitale (O. F. Müller, 1776)",urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,,,digitale,IYS2019-Kaganovsky-23-Bongo-1-1,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-23-Bongo-1-2,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-23-Bongo-1-3,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Chaetognath,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,juvenile,,Phylum,accepted,,Animalia,Chaetognatha,,,,,,,,IYS2019-Kaganovsky-23-Bongo-1-4,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-5,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-6,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-7,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-8,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Cyphocaris challengeri,"Cyphocaris challengeri (Stebbing, 1888)",urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,,,challengeri,IYS2019-Kaganovsky-23-Bongo-1-9,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Cyphocaris challengeri,"Cyphocaris challengeri (Stebbing, 1888)",urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,,,challengeri,IYS2019-Kaganovsky-23-Bongo-1-10,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Dimophyes arctica,"Dimophyes arctica (Chun, 1897)",urn:lsid:marinespecies.org:taxname:135418,"Chun, 1897",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,,,arctica,IYS2019-Kaganovsky-23-Bongo-1-11,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Disconchoecia elegans,"Discoconchoecia elegans (Sars, 1866)",urn:lsid:marinespecies.org:taxname:127782,"Sars, 1866",,,Species,accepted,,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,,,elegans,IYS2019-Kaganovsky-23-Bongo-1-12,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Epicarid isopod,"Epicaridea (Latreille, 1825)",urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",,,Suborder,accepted,,Animalia,Arthropoda,Malacostraca,Isopoda,,,,,,IYS2019-Kaganovsky-23-Bongo-1-13,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-23-Bongo-1-14,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-23-Bongo-1-15,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-23-Bongo-1-16,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-23-Bongo-1-17,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-23-Bongo-1-18,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eucalanus sp.,"Eucalanus (Dana, 1852-1853)",urn:lsid:marinespecies.org:taxname:104171,"Dana, 1852-1853",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-19,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-23-Bongo-1-20,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-23-Bongo-1-21,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-23-Bongo-1-22,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,M,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-23-Bongo-1-23,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Fritillaria borealis,"Fritillaria borealis (Lohmann, 1896)",urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,,,borealis,IYS2019-Kaganovsky-23-Bongo-1-24,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Heterorhabdus papilliger,"Heterorhabdus papilliger (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104580,"Claus, 1863",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,,,papilliger,IYS2019-Kaganovsky-23-Bongo-1-25,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Limacina helicina,"Limacina helicina (Phipps, 1774)",urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",,,Species,accepted,,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,,,helicina,IYS2019-Kaganovsky-23-Bongo-1-26,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-23-Bongo-1-27,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-23-Bongo-1-28,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-23-Bongo-1-29,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-30,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-31,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-32,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-23-Bongo-1-33,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-23-Bongo-1-34,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-23-Bongo-1-35,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-23-Bongo-1-36,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-23-Bongo-1-37,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Oikopleura dioica,"Oikopleura (Vexillaria) dioica (Fol, 1872)",urn:lsid:marinespecies.org:taxname:103407,"Fol, 1872",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,,,(Vexillaria),IYS2019-Kaganovsky-23-Bongo-1-38,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Oikopleura labradoriensis,"Oikopleura (Vexillaria) labradoriensis (Lohmann, 1892)",urn:lsid:marinespecies.org:taxname:103413,"Lohmann, 1892",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,,,(Vexillaria),IYS2019-Kaganovsky-23-Bongo-1-39,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Oithona atlantica,"Oithona atlantica (Farran, 1908)",urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,,atlantica,IYS2019-Kaganovsky-23-Bongo-1-40,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Oithona similis,"Oithona similis (Claus, 1866)",urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,,similis,IYS2019-Kaganovsky-23-Bongo-1-41,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Oithona sp.,"Oithona (Baird, 1843)",urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-42,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-23-Bongo-1-43,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-23-Bongo-1-44,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-23-Bongo-1-45,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-23-Bongo-1-46,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-23-Bongo-1-47,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus mimus,"Pseudocalanus mimus (Frost, 1989)",urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,mimus,IYS2019-Kaganovsky-23-Bongo-1-48,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus moultoni,"Pseudocalanus moultoni (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,moultoni,IYS2019-Kaganovsky-23-Bongo-1-49,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus newmani,"Pseudocalanus newmani (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,newmani,IYS2019-Kaganovsky-23-Bongo-1-50,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus newmani,"Pseudocalanus newmani (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,newmani,IYS2019-Kaganovsky-23-Bongo-1-51,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-52,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-53,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-54,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-55,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-23-Bongo-1-56,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Pseudosagitta scrippsae,"Pseudosagitta scrippsae (Alvariño, 1962)",urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",,,Species,unaccepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,,,scrippsae,IYS2019-Kaganovsky-23-Bongo-1-57,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C4,,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-23-Bongo-1-58,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C5,,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-23-Bongo-1-59,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C6,F,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-23-Bongo-1-60,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Tomopteris septentrionalis,"Tomopteris septentrionalis (Steenstrup, 1849)",urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",,,Species,accepted,,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,,,septentrionalis,IYS2019-Kaganovsky-23-Bongo-1-61,present,PreservedSpecimen
IYS2019-Kaganovsky-23-Bongo-1,Tomopteris septentrionalis,"Tomopteris septentrionalis (Steenstrup, 1849)",urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",,,Species,accepted,,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,,,septentrionalis,IYS2019-Kaganovsky-23-Bongo-1-62,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Aglantha digitale,"Aglantha digitale (O. F. Müller, 1776)",urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,,,digitale,IYS2019-Kaganovsky-24-Bongo-1-1,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Aglantha digitale,"Aglantha digitale (O. F. Müller, 1776)",urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,,,digitale,IYS2019-Kaganovsky-24-Bongo-1-2,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Bivalve,"Bivalvia (Linnaeus, 1758)",urn:lsid:marinespecies.org:taxname:105,"Linnaeus, 1758",veliger,,Class,accepted,,Animalia,Mollusca,Bivalvia,,,,,,,IYS2019-Kaganovsky-24-Bongo-1-3,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-24-Bongo-1-4,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-24-Bongo-1-5,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-24-Bongo-1-6,present,PreservedSpecimen
IYS2019-Kaganovsky-24-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-24-Bongo-1-7,present,PreservedSpecimen
